"코드","발주처명","상위코드"
"7240104","대구광역시교육청 현풍고등학교","7240000"
"7240103","대구광역시교육청 청구고등학교","7240000"
"7240102","대구광역시교육청 정화여자고등학교","7240000"
"7240094","대구광역시교육청 심인고등학교","7240000"
"7240091","대구광역시교육청 성화여자고등학교","7240000"
"7240090","대구광역시교육청 성광고등학교","7240000"
"7240086","대구광역시교육청 덕원고등학교","7240000"
"7240084","대구광역시교육청 대구혜화여자고등학교","7240000"
"7240082","대구광역시교육청 대건고등학교","7240000"
"7240073","대구광역시교육청 경신고등학교","7240000"
"7240072","대구광역시교육청 경상여자고등학교","7240000"
"7240070","대구광역시교육청 경북예술고등학교","7240000"
"7240059","대구광역시교육청 대구고등학교","7240000"
"7240053","대구광역시교육청 경덕여자고등학교","7240000"
"7240000","대구광역시교육청","7240000"
"7211000","부산광역시교육청 부산광역시해운대교육지원청","7150000"
"7210200","부산광역시해운대교육청 대청중학교","7150000"
"7210196","부산광역시해운대교육청 반안초등학교","7150000"
"7210186","부산광역시해운대교육청 해송초등학교","7150000"
"7210090","부산광역시해운대교육청 호암초등학교","7150000"
"7210087","부산광역시해운대교육청 해강초등학교","7150000"
"7210065","부산광역시해운대교육청 송정초등학교","7150000"
"7210051","부산광역시해운대교육청 기장초등학교","7150000"
"7210043","부산광역시해운대교육청 동아중학교","7150000"
"7210033","부산광역시해운대교육청 반여중학교","7150000"
"7201210","부산광역시교육청 부산광역시북부교육지원청 신호중학교","7150000"
"7201000","부산광역시교육청 부산광역시북부교육지원청","7150000"
"7200219","부산광역시북부교육청 가람중학교","7150000"
"7200056","부산광역시북부교육청 감전초등학교","7150000"
"7200054","부산광역시북부교육청 대저중학교","7150000"
"7200053","부산광역시북부교육청 녹산중학교","7150000"
"7200047","부산광역시북부교육청 주례여자중학교","7150000"
"7191000","부산광역시교육청 부산광역시동래교육지원청","7150000"
"7190246","부산광역시교육청 부산광역시동래교육청 두실초등학교","7150000"
"7190217","부산광역시동래교육청 부산예술중학교","7150000"
"7190116","부산광역시동래교육청 동래초등학교","7150000"
"7190063","부산광역시동래교육청 혜화여자중학교","7150000"
"7190055","부산광역시동래교육청 금정중학교","7150000"
"7190033","부산광역시동래교육청 동래중학교","7150000"
"7181102","부산광역시교육청 부산광역시남부교육지원청 동의중학교","7150000"
"7181075","부산광역시교육청 부산광역시남부교육지원청 광무여자중학교","7150000"
"7181052","부산광역시교육청 부산광역시남부교육지원청 연지초등학교","7150000"
"7181000","부산광역시교육청 부산광역시남부교육지원청","7150000"
"7180294","부산광역시교육청 부산광역시남부교육청 부산진여자중학교","7150000"
"7180058","부산광역시남부교육청 부산동여자중학교","7150000"
"7180034","부산광역시남부교육청 대천중학교","7150000"
"7171000","부산광역시교육청 부산광역시서부교육지원청","7150000"
"7170263","부산광역시서부교육청 태종대중학교","7150000"
"7170124","부산광역시서부교육청 중리초등학교","7150000"
"7170113","부산광역시서부교육청 신촌초등학교","7150000"
"7170087","부산광역시서부교육청 다송초등학교","7150000"
"7170059","부산광역시서부교육청 대동중학교","7150000"
"7170054","부산광역시서부교육청 하남중학교","7150000"
"7170048","부산광역시서부교육청 장림여자중학교","7150000"
"7170035","부산광역시서부교육청 부산대신중학교","7150000"
"7160349","부산광역시동부교육청 초연중학교","7150000"
"7150690","부산광역시교육청 부산광역시교육청창의융합교육원","7150000"
"7150659","부산광역시교육청 부산센텀여자고등학교","7150000"
"7150658","부산광역시교육청 부산소프트웨어마이스터고등학교","7150000"
"7150626","부산광역시교육청 대양고등학교","7150000"
"7150625","부산광역시교육청 배정미래고등학교","7150000"
"7150622","부산광역시교육청 세정고등학교","7150000"
"7150621","부산광역시교육청 영산고등학교","7150000"
"7150598","부산광역시교육청 한얼고등학교","7150000"
"7150597","부산광역시교육청 대진전자통신고등학교","7150000"
"7150579","부산광역시교육청 한국조형예술고등학교","7150000"
"7150532","부산광역시교육청 부산일과학고등학교","7150000"
"7150456","부산광역시교육청 부산문화여자고등학교","7150000"
"7150455","부산광역시교육청 성지고등학교","7150000"
"7150431","부산광역시교육청 동주여자고등학교","7150000"
"7150430","부산광역시교육청 삼정고등학교","7150000"
"7150429","부산광역시교육청 경성전자고등학교","7150000"
"7150422","부산광역시교육청 부산관광고등학교","7150000"
"7150369","부산광역시교육청 부산국제고등학교","7150000"
"7150368","부산광역시교육청 부산대학교사범대학부설고등학교","7150000"
"7150364","부산광역시교육청 화명고등학교","7150000"
"7150363","부산광역시교육청 만덕고등학교","7150000"
"7150348","부산광역시교육청 부산정보고등학교","7150000"
"7150341","부산광역시교육청 장안제일고등학교","7150000"
"7150337","부산광역시교육청 부산컴퓨터과학고등학교","7150000"
"7150336","부산광역시교육청 부산혜송학교","7150000"
"7150300","부산광역시교육청 브니엘예술고등학교","7150000"
"7150199","부산광역시교육청 동의공업고등학교","7150000"
"7150198","부산광역시교육청 동아공업고등학교","7150000"
"7150196","부산광역시교육청 동명공업고등학교","7150000"
"7150179","부산광역시교육청 서부산공업고등학교","7150000"
"7150163","부산광역시교육청 혜화여자고등학교","7150000"
"7150162","부산광역시교육청 혜광고등학교","7150000"
"7150160","부산광역시교육청 해운대고등학교","7150000"
"7150159","부산광역시교육청 해동고등학교","7150000"
"7150157","부산광역시교육청 지산고등학교","7150000"
"7150149","부산광역시교육청 성모여자고등학교","7150000"
"7150148","부산광역시교육청 성도고등학교","7150000"
"7150144","부산광역시교육청 브니엘고등학교","7150000"
"7150142","부산광역시교육청 부산진여자고등학교","7150000"
"7150141","부산광역시교육청 부산외국어고등학교","7150000"
"7150139","부산광역시교육청 부산동성고등학교","7150000"
"7150138","부산광역시교육청 부산동고등학교","7150000"
"7150137","부산광역시교육청 부산대저고등학교","7150000"
"7150136","부산광역시교육청 배정고등학교","7150000"
"7150135","부산광역시교육청 동천고등학교","7150000"
"7150134","부산광역시교육청 동인고등학교","7150000"
"7150132","부산광역시교육청 동래여자고등학교","7150000"
"7150131","부산광역시교육청 데레사여자고등학교","7150000"
"7150130","부산광역시교육청 덕문여자고등학교","7150000"
"7150129","부산광역시교육청 대연고등학교","7150000"
"7150127","부산광역시교육청 대동고등학교","7150000"
"7150126","부산광역시교육청 대덕여자고등학교","7150000"
"7150125","부산광역시교육청 남성여자고등학교","7150000"
"7150124","부산광역시교육청 금성고등학교","7150000"
"7150122","부산광역시교육청 경혜여자고등학교","7150000"
"7150120","부산광역시교육청 건국고등학교","7150000"
"7150117","부산광역시교육청 주례여자고등학교","7150000"
"7150115","부산광역시교육청 양운고등학교","7150000"
"7150112","부산광역시교육청 사직고등학교","7150000"
"7150106","부산광역시교육청 부산여자고등학교","7150000"
"7150100","부산광역시교육청 부산고등학교","7150000"
"7150094","부산광역시교육청 내성고등학교","7150000"
"7150093","부산광역시교육청 남산고등학교","7150000"
"7150091","부산광역시교육청 금정여자고등학교","7150000"
"7150072","부산광역시교육청 부산광역시립중앙도서관","7150000"
"7150000","부산광역시교육청","7150000"
"7134140","서울특별시교육청 서울특별시성동광진교육지원청 자양중학교","7010000"
"7134081","서울특별시교육청 서울특별시성동광진교육지원청 서울광남초등학교","7010000"
"7134000","서울특별시교육청 서울특별시성동광진교육지원청","7010000"
"7132000","서울특별시교육청 서울특별시동작관악교육지원청","7010000"
"7130270","서울특별시교육청 서울특별시강동송파교육지원청 서울위례솔초등학교","7010000"
"7130256","서울특별시교육청 서울특별시강동송파교육지원청 해누리중학교","7010000"
"7130000","서울특별시교육청 서울특별시강동송파교육지원청","7010000"
"7121368","서울특별시교육청 서울특별시성북강북교육지원청 홍익대학교사범대학부속중학교","7010000"
"7121363","서울특별시교육청 서울특별시성북강북교육지원청 성신여자중학교","7010000"
"7121200","서울특별시교육청 서울특별시성북강북교육지원청","7010000"
"7121172","서울특별시교육청 서울특별시성북교육지원청 숭곡중학교","7010000"
"7121149","서울특별시교육청 서울특별시성북교육지원청 성암여자중학교","7010000"
"7121144","서울특별시교육청 서울특별시성북교육지원청 삼각산중학교","7010000"
"7121093","서울특별시교육청 서울특별시성북교육지원청 대광초등학교","7010000"
"7120099","서울특별시교육청 서울특별시성북교육청 개운중학교","7010000"
"7120081","서울특별시성북교육청 수송중학교","7010000"
"7120047","서울특별시성북교육청 서울송천초등학교","7010000"
"7120019","서울특별시성북교육청 인수중학교","7010000"
"7111160","서울특별시교육청 서울특별시성동교육지원청 대원국제중학교","7010000"
"7110091","서울특별시교육청 서울특별시성동교육청 동국대학교사범대학부속여자중학교","7010000"
"7110090","서울특별시교육청 서울특별시성동교육청 마장중학교","7010000"
"7110075","서울특별시성동교육청 행당중학교","7010000"
"7110056","서울특별시성동교육청 서울장안초등학교","7010000"
"7110042","서울특별시성동교육청 서울동자초등학교","7010000"
"7110037","서울특별시성동교육청 서울금북초등학교","7010000"
"7110035","서울특별시성동교육청 서울구남초등학교","7010000"
"7110030","서울특별시성동교육청 서울경동초등학교","7010000"
"7101183","서울특별시동작교육청 메이플유치원","7010000"
"7100112","서울특별시교육청 서울특별시동작교육청 대방중학교","7010000"
"7100080","서울특별시동작교육청 서울행림초등학교","7010000"
"7100077","서울특별시동작교육청 서울은천초등학교","7010000"
"7100068","서울특별시동작교육청 서울신림초등학교","7010000"
"7100065","서울특별시동작교육청 서울상도초등학교","7010000"
"7100054","서울특별시동작교육청 서울노량진초등학교","7010000"
"7100046","서울특별시동작교육청 서울구암초등학교","7010000"
"7100039","서울특별시동작교육청 성보중학교","7010000"
"7100026","서울특별시동작교육청 상도중학교","7010000"
"7100021","서울특별시동작교육청 봉림중학교","7010000"
"7100015","서울특별시동작교육청 남성중학교","7010000"
"7091371","서울특별시교육청 서울특별시강남서초교육지원청 서울개포초등학교","7010000"
"7091300","서울특별시강남서초교육지원청","7010000"
"7090174","서울특별시교육청 서울특별시강남교육청 압구정중학교","7010000"
"7090086","서울특별시강남교육청 서울언주초등학교","7010000"
"7090083","서울특별시강남교육청 서울양전초등학교","7010000"
"7090060","서울특별시강남교육청 서울대청초등학교","7010000"
"7090045","서울특별시강남교육청 진선여자중학교","7010000"
"7090042","서울특별시강남교육청 세화여자중학교","7010000"
"7090040","서울특별시강남교육청 동덕여자중학교","7010000"
"7090031","서울특별시강남교육청 언북중학교","7010000"
"7090030","서울특별시강남교육청 언남중학교","7010000"
"7090026","서울특별시강남교육청 신구중학교","7010000"
"7090024","서울특별시강남교육청 서초중학교","7010000"
"7090022","서울특별시강남교육청 서운중학교","7010000"
"7090021","서울특별시강남교육청 봉은중학교","7010000"
"7090020","서울특별시강남교육청 방배중학교","7010000"
"7090017","서울특별시강남교육청 대치중학교","7010000"
"7081540","서울특별시교육청 서울특별시강서양천교육지원청 마곡하늬중학교","7010000"
"7081300","서울특별시교육청 서울특별시강서양천교육지원청","7010000"
"7081111","서울특별시교육청 서울특별시강서교육지원청 서울경인초등학교","7010000"
"7080118","서울특별시강서교육청 금옥중학교","7010000"
"7080103","서울특별시강서교육청 유석초등학교","7010000"
"7080099","서울특별시강서교육청 서울정목초등학교","7010000"
"7080091","서울특별시강서교육청 서울염창초등학교","7010000"
"7080042","서울특별시강서교육청 양정중학교","7010000"
"7080041","서울특별시강서교육청 신정여자중학교","7010000"
"7080038","서울특별시강서교육청 등촌중학교","7010000"
"7080037","서울특별시강서교육청 덕원중학교","7010000"
"7080032","서울특별시강서교육청 양천중학교","7010000"
"7080028","서울특별시강서교육청 신월중학교","7010000"
"7080020","서울특별시강서교육청 백석중학교","7010000"
"7080018","서울특별시강서교육청 방원중학교","7010000"
"7080017","서울특별시강서교육청 목일중학교","7010000"
"7071185","서울특별시교육청 서울특별시강동교육지원청 오륜중학교","7010000"
"7070099","서울특별시강동교육청 서울중대초등학교","7010000"
"7070097","서울특별시강동교육청 서울잠일초등학교","7010000"
"7070096","서울특별시강동교육청 서울잠실초등학교","7010000"
"7070060","서울특별시강동교육청 서울고덕초등학교","7010000"
"7070051","서울특별시강동교육청 한영중학교","7010000"
"7070049","서울특별시강동교육청 일신여자중학교","7010000"
"7070047","서울특별시강동교육청 성덕여자중학교","7010000"
"7070033","서울특별시강동교육청 잠신중학교","7010000"
"7070018","서울특별시강동교육청 방산중학교","7010000"
"7061000","서울특별시교육청 서울특별시중부교육지원청","7010000"
"7060099","서울특별시중부교육청 성심여자중학교","7010000"
"7060066","서울특별시중부교육청 서울장충초등학교","7010000"
"7060040","서울특별시중부교육청 환일중학교","7010000"
"7060036","서울특별시중부교육청 중앙중학교","7010000"
"7060034","서울특별시중부교육청 오산중학교","7010000"
"7060028","서울특별시중부교육청 배화여자중학교","7010000"
"7060025","서울특별시중부교육청 덕성여자중학교","7010000"
"7060020","서울특별시중부교육청 경신중학교","7010000"
"7051000","서울특별시교육청 서울특별시북부교육지원청","7010000"
"7050201","서울특별시북부교육청 을지중학교","7010000"
"7050193","서울특별시북부교육청 서울덕암초등학교","7010000"
"7050166","서울특별시북부교육청 청원초등학교","7010000"
"7050136","서울특별시북부교육청 서울자운초등학교","7010000"
"7050114","서울특별시북부교육청 서울신계초등학교","7010000"
"7050107","서울특별시북부교육청 서울수락초등학교","7010000"
"7050095","서울특별시북부교육청 서울상경초등학교","7010000"
"7050081","서울특별시북부교육청 서울누원초등학교","7010000"
"7050067","서울특별시북부교육청 창문여자중학교","7010000"
"7050042","서울특별시북부교육청 중원중학교","7010000"
"7050013","서울특별시북부교육청 노일중학교","7010000"
"7050010","서울특별시북부교육청 공릉중학교","7010000"
"7041260","서울특별시교육청 서울특별시남부교육지원청 서울금나래초등학교","7010000"
"7041245","서울특별시교육청 서울특별시남부교육지원청 서울세곡초등학교병설유치원","7010000"
"7041148","서울특별시교육청 서울특별시남부교육지원청 서울영문초등학교","7010000"
"7041000","서울특별시교육청 서울특별시남부교육지원청","7010000"
"7040099","서울특별시남부교육청 서울탑동초등학교","7010000"
"7040057","서울특별시남부교육청 서울당서초등학교","7010000"
"7040015","서울특별시남부교육청 구일중학교","7010000"
"7031278","서울특별시교육청 서울특별시서부교육지원청 서울가재울초등학교","7010000"
"7031000","서울특별시교육청 서울특별시서부교육지원청","7010000"
"7030248","서울특별시교육청 서울특별시서부교육청 서울은진초등학교","7010000"
"7030125","서울특별시서부교육청 이화여자대학교사범대학부속이화금란중학교","7010000"
"7030124","서울특별시서부교육청 연희중학교","7010000"
"7030108","서울특별시서부교육청 예일초등학교","7010000"
"7030104","서울특별시서부교육청 경기초등학교","7010000"
"7030099","서울특별시서부교육청 서울창천초등학교","7010000"
"7030073","서울특별시서부교육청 서울서교초등학교","7010000"
"7030047","서울특별시서부교육청 정원여자중학교","7010000"
"7030042","서울특별시서부교육청 영락중학교","7010000"
"7030041","서울특별시서부교육청 숭실중학교","7010000"
"7030038","서울특별시서부교육청 선일여자중학교","7010000"
"7030037","서울특별시서부교육청 명지중학교","7010000"
"7021147","서울특별시교육청 서울특별시동부교육지원청 태릉중학교","7010000"
"7021000","서울특별시교육청 서울특별시동부교육지원청","7010000"
"7020157","서울특별시교육청 서울특별시동부교육청 서울묵현초등학교","7010000"
"7020149","서울특별시동부교육청 숭인중학교","7010000"
"7020148","서울특별시동부교육청 상봉중학교","7010000"
"7020047","서울특별시동부교육청 대광중학교","7010000"
"7020046","서울특별시동부교육청 경희중학교","7010000"
"7020037","서울특별시동부교육청 전동중학교","7010000"
"7011559","서울특별시교육청 서울특별시교육청융합과학교육원","7010000"
"7011539","서울특별시교육청 서울동구고등학교","7010000"
"7011513","서울특별시교육청 서울정화고등학교","7010000"
"7011505","서울특별시교육청 광운인공지능고등학교","7010000"
"7011492","서울특별시교육청 서울신정고등학교","7010000"
"7011490","서울특별시교육청 동명생활경영고등학교","7010000"
"7011462","서울특별시교육청 서울효정학교","7010000"
"7011328","서울특별시교육청 서울특별시교육청교육시설관리본부","7010000"
"7011321","서울특별시교육청 서울특별시교육청교육연구정보원","7010000"
"7011315","서울특별시교육청 선정국제관광고등학교","7010000"
"7011312","서울특별시교육청 계성고등학교","7010000"
"7011184","서울특별시교육청 예림디자인고등학교","7010000"
"7011089","서울특별시교육청 화곡보건경영고등학교","7010000"
"7010965","서울특별시교육청 동양고등학교","7010000"
"7010962","서울특별시교육청 은평메디텍고등학교","7010000"
"7010960","서울특별시교육청 서울아이티고등학교","7010000"
"7010918","서울특별시교육청 하나고등학교","7010000"
"7010917","서울특별시교육청 압구정고등학교","7010000"
"7010910","서울특별시교육청 염광여자메디텍고등학교","7010000"
"7010889","서울특별시교육청 성동글로벌경영고등학교","7010000"
"7010886","서울특별시교육청 성수고등학교","7010000"
"7010882","서울특별시교육청 은평고등학교","7010000"
"7010835","서울특별시교육청 경복비즈니스고등학교","7010000"
"7010828","서울특별시교육청 한강미디어고등학교","7010000"
"7010827","서울특별시교육청 구현고등학교","7010000"
"7010811","서울특별시교육청 해성국제컨벤션고등학교","7010000"
"7010806","서울특별시교육청 상암고등학교","7010000"
"7010747","서울특별시교육청 이화여자대학교병설미디어고등학교","7010000"
"7010746","서울특별시교육청 동국대학교사범대학부속여자고등학교","7010000"
"7010741","서울특별시교육청 서울디자인고등학교","7010000"
"7010740","서울특별시교육청 대진디자인고등학교","7010000"
"7010734","서울특별시교육청 선유고등학교","7010000"
"7010721","서울특별시교육청 서서울생활과학고등학교","7010000"
"7010713","서울특별시교육청 신진과학기술고등학교","7010000"
"7010591","서울특별시교육청 미래산업과학고등학교","7010000"
"7010589","서울특별시교육청 누원고등학교","7010000"
"7010583","서울특별시교육청 은평대영학교","7010000"
"7010565","서울특별시교육청 서울산업정보학교","7010000"
"7010562","서울특별시교육청 창동고등학교","7010000"
"7010552","서울특별시교육청 청원여자고등학교","7010000"
"7010544","서울특별시교육청 오류고등학교","7010000"
"7010543","서울특별시교육청 영상고등학교","7010000"
"7010519","서울특별시교육청 서울광진학교","7010000"
"7010515","서울특별시교육청 고척도서관","7010000"
"7010465","서울특별시교육청 서울애화학교","7010000"
"7010460","서울특별시교육청 밀알학교","7010000"
"7010377","서울특별시교육청 한양공업고등학교","7010000"
"7010370","서울특별시교육청 일신여자상업고등학교","7010000"
"7010365","서울특별시교육청 유한공업고등학교","7010000"
"7010346","서울특별시교육청 수도전기공업고등학교","7010000"
"7010340","서울특별시교육청 서울여자상업고등학교","7010000"
"7010278","서울특별시교육청 서울공업고등학교","7010000"
"7010272","서울특별시교육청 경기상업고등학교","7010000"
"7010271","서울특별시교육청 경기기계공업고등학교","7010000"
"7010263","서울특별시교육청 홍익대학교사범대학부속고등학교","7010000"
"7010262","서울특별시교육청 혜원여자고등학교","7010000"
"7010261","서울특별시교육청 혜성여자고등학교","7010000"
"7010259","서울특별시교육청 한영외국어고등학교","7010000"
"7010258","서울특별시교육청 한영고등학교","7010000"
"7010257","서울특별시교육청 한양대학교사범대학부속고등학교","7010000"
"7010255","서울특별시교육청 한성여자고등학교","7010000"
"7010254","서울특별시교육청 한성고등학교","7010000"
"7010251","서울특별시교육청 한광고등학교","7010000"
"7010248","서울특별시교육청 충암고등학교","7010000"
"7010245","서울특별시교육청 진선여자고등학교","7010000"
"7010241","서울특별시교육청 중앙대학교사범대학부속고등학교","7010000"
"7010239","서울특별시교육청 중산고등학교","7010000"
"7010235","서울특별시교육청 재현고등학교","7010000"
"7010233","서울특별시교육청 장충고등학교","7010000"
"7010232","서울특별시교육청 잠실여자고등학교","7010000"
"7010226","서울특별시교육청 은광여자고등학교","7010000"
"7010223","서울특별시교육청 우신고등학교","7010000"
"7010221","서울특별시교육청 용문고등학교","7010000"
"7010220","서울특별시교육청 오산고등학교","7010000"
"7010219","서울특별시교육청 예일여자고등학교","7010000"
"7010217","서울특별시교육청 영파여자고등학교","7010000"
"7010216","서울특별시교육청 영일고등학교","7010000"
"7010215","서울특별시교육청 영신여자고등학교","7010000"
"7010212","서울특별시교육청 영동고등학교","7010000"
"7010209","서울특별시교육청 양천고등학교","7010000"
"7010205","서울특별시교육청 신광여자고등학교","7010000"
"7010203","서울특별시교육청 숭실고등학교","7010000"
"7010202","서울특별시교육청 숭문고등학교","7010000"
"7010201","서울특별시교육청 숙명여자고등학교","7010000"
"7010196","서울특별시교육청 성심여자고등학교","7010000"
"7010194","서울특별시교육청 성보고등학교","7010000"
"7010192","서울특별시교육청 선화예술고등학교","7010000"
"7010190","서울특별시교육청 선일여자고등학교","7010000"
"7010189","서울특별시교육청 선덕고등학교","7010000"
"7010181","서울특별시교육청 상일여자고등학교","7010000"
"7010178","서울특별시교육청 상명대학교사범대학부속여자고등학교","7010000"
"7010172","서울특별시교육청 백암고등학교","7010000"
"7010168","서울특별시교육청 배명고등학교","7010000"
"7010166","서울특별시교육청 문일고등학교","7010000"
"7010160","서울특별시교육청 명덕외국어고등학교","7010000"
"7010154","서울특별시교육청 동북고등학교","7010000"
"7010153","서울특별시교육청 동명여자고등학교","7010000"
"7010152","서울특별시교육청 동덕여자고등학교","7010000"
"7010151","서울특별시교육청 동국대학교사범대학부속고등학교","7010000"
"7010147","서울특별시교육청 대진여자고등학교","7010000"
"7010146","서울특별시교육청 대진고등학교","7010000"
"7010145","서울특별시교육청 대일외국어고등학교","7010000"
"7010143","대원외국어고등학교","7010000"
"7010140","서울특별시교육청 대신고등학교","7010000"
"7010139","서울특별시교육청 대성고등학교","7010000"
"7010135","서울특별시교육청 광영여자고등학교","7010000"
"7010134","서울특별시교육청 광영고등학교","7010000"
"7010133","서울특별시교육청 광신고등학교","7010000"
"7010127","서울특별시교육청 경희여자고등학교","7010000"
"7010125","서울특별시교육청 경신고등학교","7010000"
"7010122","서울특별시교육청 경복여자고등학교","7010000"
"7010110","서울특별시교육청 창덕여자고등학교","7010000"
"7010105","서울특별시교육청 자양고등학교","7010000"
"7010104","서울특별시교육청 인헌고등학교","7010000"
"7010100","서울특별시교육청 영신고등학교","7010000"
"7010095","서울특별시교육청 언남고등학교","7010000"
"7010089","서울특별시교육청 성동고등학교","7010000"
"7010084","서울특별시교육청 서울과학고등학교","7010000"
"7010083","서울특별시교육청 서울고등학교","7010000"
"7010074","서울특별시교육청 대영고등학교","7010000"
"7010071","서울특별시교육청 금옥여자고등학교","7010000"
"7010069","서울특별시교육청 구일고등학교","7010000"
"7010065","서울특별시교육청 관악고등학교","7010000"
"7010062","서울특별시교육청 경복고등학교","7010000"
"7010060","서울특별시교육청 경기여자고등학교","7010000"
"7010059","서울특별시교육청 경기고등학교","7010000"
"7010000","서울특별시교육청","7010000"
"7008290","국립군산대학교","1000000"
"7008286","재능대학교","1000000"
"7008284","국립금오공과대학교","1000000"
"7008283","국립순천대학교","1000000"
"7008278","한경국립대학교","1000000"
"7008273","강서대학교","1000000"
"7008272","한국공학대학교","1000000"
"7008263","한국에너지공과대학교","1000000"
"7008261","경상국립대학교","1000000"
"7008252","영진전문대학교","1000000"
"7008241","연암공과대학교","1000000"
"7008226","아이씨티폴리텍(ICTPolytech)대학","1000000"
"7008221","가톨릭관동대학교","1000000"
"7008212","창신대학교","1000000"
"7008204","수원여자대학교","1000000"
"7008203","김해대학교","1000000"
"7008183","전남과학대학교","1000000"
"7008179","서울예술대학교","1000000"
"7008175","동양미래��학교","1000000"
"7008170","계원예���대학교","1000000"
"7008161","조선간호대학교","1000000"
"7008156","영남이공대학교","1000000"
"7008149","인덕대학교","1000000"
"7008143","가천대학교","1000000"
"7008128","한국교통대학교","1000000"
"7008125","거제대학교","1000000"
"7008114","경기과학기��대학교","1000000"
"7008101","대림대학교","1000000"
"7008078","송원대학교","1000000"
"7008069","서울과학기술대학교","1000000"
"7008067","육군3사관학교","1000000"
"7008045","강릉원주대학교","1000000"
"7008027","한국폴리텍VII대학부산캠퍼스","1000000"
"7008005","한국폴리텍IV대학아산캠퍼스","1000000"
"7007994","한국폴리텍I대학성남캠퍼스","1000000"
"7007970","사이버한국외국어대학교","1000000"
"7007890","한영대학","1000000"
"7007855","한양사이버대학교","1000000"
"7007835","부산여자대학 산학협력단","1000000"
"7007830","한동대학교 산학협력단","1000000"
"7007820","동명대학교","1000000"
"7007813","전주비전대학 산학협력단","1000000"
"7007812","전주비전대학","1000000"
"7007774","계명문화대학 산학협력단","1000000"
"7007770","대전보건대학 산학협력단","1000000"
"7007767","한국외국어대학교 서울캠퍼스","1000000"
"7007470","동의과학대학","1000000"
"7007392","강원대학교 산학협력단","1000000"
"7007347","영남대학교 산학협력단","1000000"
"7007312","목포대학교 산학협력단","1000000"
"7007086","포항공과대학교 산학협력단","1000000"
"7007017","순천대학교 산학협력단","1000000"
"7006975","인덕대학 산학협력단","1000000"
"7006840","성균관대학교 자연과학캠퍼스 부총장 산학협력단","1000000"
"7006690","목포과학대학 산학협력단","1000000"
"7006461","서울대학교 대학 수의과대학","1000000"
"7006431","서울대학교","1000000"
"7006417","서울대학교 정보화본부","1000000"
"7006398","부산대학교 산학협력단","1000000"
"7006351","목포해양대학교 산학협력단","1000000"
"7006149","광주교육대학교 광주부설초등학교","1000000"
"7006048","광주보건대학 산학협력단","1000000"
"7006033","창원대학교 산학협력단","1000000"
"7004910","경북대학교 산학협력단","1000000"
"7004629","공주대학교 사범대학 부설고등학교","1000000"
"7004274","금강대학교","1000000"
"7004247","경인교육대학교","1000000"
"7004123","한국기술교육대학교","1000000"
"7004119","기초과학연구원","1000000"
"7003849","한국교원대학교 한국교원대학교부설월곡초등학교","1000000"
"7003625","한국개발연구원국제정책대학원대학교","1000000"
"7003622","평택대학교","1000000"
"7003594","인덕대학","1000000"
"7003587","울산과학대학","1000000"
"7003585","우송대학교","1000000"
"7003577","영산대학교","1000000"
"7003572","여주대학","1000000"
"7003553","세경대학","1000000"
"7003546","서일대학","1000000"
"7003532","부천대학","1000000"
"7003481","남부대학교","1000000"
"7003460","광주보건대학","1000000"
"7003450","경운대학교","1000000"
"7003433","한밭대학교","1000000"
"7003035","안동대학교 평생교육원","1000000"
"7003010","부경대학교","1000000"
"7002971","해군사관학교","1000000"
"7002966","육군사관학교","1000000"
"7002962","공군사관학교","1000000"
"7002476","한국방송통신대학교","1000000"
"7002469","춘천교육대학교","1000000"
"7002453","진주교육대학교","1000000"
"7002430","전주교육대학교","1000000"
"7002404","부산교육대학교","1000000"
"7002401","대구교육대학교","1000000"
"7002389","광주교육대학교","1000000"
"7002378","공주교육대학교","1000000"
"7002340","홍익대학교","1000000"
"7002329","호서대학교","1000000"
"7002282","한양대학교","1000000"
"7002270","한성대학교","1000000"
"7002262","한림대학교","1000000"
"7002261","한동대학교","1000000"
"7002248","한남대학교","1000000"
"7002246","한국항공대학교","1000000"
"7002222","한국외국어대학교","1000000"
"7002217","포항공과대학교","1000000"
"7002215","총신대학교","1000000"
"7002171","중앙대학교","1000000"
"7002170","중부대학교","1000000"
"7002134","장로회신학대학교","1000000"
"7002109","인제대학교","1000000"
"7002090","이화여자대학교","1000000"
"7002053","울산대학교","1000000"
"7002041","용인대학교","1000000"
"7002016","영남대학교","1000000"
"7001982","연세대학교","1000000"
"7001946","숭실대학교","1000000"
"7001894","세종대학교","1000000"
"7001852","성균관대학교","1000000"
"7001850","성결대학교","1000000"
"7001845","선문대학교","1000000"
"7001844","서원대학교","1000000"
"7001836","서울여자대학교","1000000"
"7001818","서강대학교","1000000"
"7001793","삼육대학교","1000000"
"7001751","목원대학교","1000000"
"7001737","명지대학교","1000000"
"7001724","동의대학교","1000000"
"7001659","동국대학교","1000000"
"7001651","덕성여자대학교","1000000"
"7001644","대진대학교","1000000"
"7001556","국민대학교","1000000"
"7001504","고려대학교","1000000"
"7001402","경남대학교","1000000"
"7001388","경기대학교","1000000"
"7001326","인천대학교","1000000"
"7001278","한국해양대학교","1000000"
"7001263","한국체육대학교","1000000"
"7001220","한국교원대학교","1000000"
"7001161","충북대학교","1000000"
"7001105","충남대학교","1000000"
"7001066","창원대학교","1000000"
"7000974","제주대학교","1000000"
"7000903","전북대학교","1000000"
"7000884","전남대학교 도서관","1000000"
