id,원발주처,적격발주처,적격심사기준,시행일,일반건설 (원),전문건설 (원),기타건설 (원),적격평가기준_세부
1,한국철도공사(전차선),한국철도공사,별지-4,2026-03-12,,,300000000,
2,한국철도공사(전차선),한국철도공사,별지-3,2026-03-12,,,1000000000,
3,한국철도공사(전차선),한국철도공사,별지-3,2026-03-12,,,5000000000,
4,한국철도공사(전차선),한국철도공사,별지-2,2026-03-12,,,10000000000,
5,한국철도공사(전차선),한국철도공사,별지-1,2026-03-12,,,30000000000,
6,한국철도공사(고속철도-종합신호),한국철도공사,별지-4,2026-01-31,,,200000000,
7,한국철도공사(일반철도-종합신호),한국철도공사,별지-4,2026-01-31,,,200000000,
8,한국철도공사(고속철도-연동장치),한국철도공사,별지-4,2026-01-31,,,200000000,
9,한국철도공사(일반철도-연동장치),한국철도공사,별지-4,2026-01-31,,,200000000,
10,한국철도공사(고속철도-자동신호),한국철도공사,별지-4,2026-01-31,,,200000000,
11,한국철도공사(일반철도-자동신호),한국철도공사,별지-4,2026-01-31,,,200000000,
12,한국철도공사(고속철도-종합신호),한국철도공사,별지-4,2026-01-31,,,300000000,
13,한국철도공사(일반철도-종합신호),한국철도공사,별지-4,2026-01-31,,,300000000,
14,한국철도공사(고속철도-연동장치),한국철도공사,별지-4,2026-01-31,,,300000000,
15,한국철도공사(일반철도-연동장치),한국철도공사,별지-4,2026-01-31,,,300000000,
16,한국철도공사(고속철도-자동신호),한국철도공사,별지-4,2026-01-31,,,300000000,
17,한국철도공사(일반철도-자동신호),한국철도공사,별지-4,2026-01-31,,,300000000,
18,한국철도공사(고속철도-종합신호),한국철도공사,별지-3,2026-01-31,,,1000000000,
19,한국철도공사(일반철도-종합신호),한국철도공사,별지-3,2026-01-31,,,1000000000,
20,한국철도공사(고속철도-연동장치),한국철도공사,별지-3,2026-01-31,,,1000000000,
21,한국철도공사(일반철도-연동장치),한국철도공사,별지-3,2026-01-31,,,1000000000,
22,한국철도공사(고속철도-자동신호),한국철도공사,별지-3,2026-01-31,,,1000000000,
23,한국철도공사(일반철도-자동신호),한국철도공사,별지-3,2026-01-31,,,1000000000,
24,한국철도공사(고속철도-종합신호),한국철도공사,별지-3,2026-01-31,,,5000000000,
25,한국철도공사(일반철도-종합신호),한국철도공사,별지-3,2026-01-31,,,5000000000,
26,한국철도공사(고속철도-연동장치),한국철도공사,별지-3,2026-01-31,,,5000000000,
27,한국철도공사(일반철도-연동장치),한국철도공사,별지-3,2026-01-31,,,5000000000,
28,한국철도공사(고속철도-자동신호),한국철도공사,별지-3,2026-01-31,,,5000000000,
29,한국철도공사(일반철도-자동신호),한국철도공사,별지-3,2026-01-31,,,5000000000,
30,한국철도공사(고속철도-종합신호),한국철도공사,별지-2,2026-01-31,,,10000000000,
31,한국철도공사(일반철도-종합신호),한국철도공사,별지-2,2026-01-31,,,10000000000,
32,한국철도공사(고속철도-연동장치),한국철도공사,별지-2,2026-01-31,,,10000000000,
33,한국철도공사(일반철도-연동장치),한국철도공사,별지-2,2026-01-31,,,10000000000,
34,한국철도공사(고속철도-자동신호),한국철도공사,별지-2,2026-01-31,,,10000000000,
35,한국철도공사(일반철도-자동신호),한국철도공사,별지-2,2026-01-31,,,10000000000,
36,한국철도공사(간이종심제),한국철도공사,별표-1-5,2026-01-31,,,30000000000,
37,한국전력공사,한국전력공사,8천미만,2026-01-31,,,80000000,
38,한국전력공사,한국전력공사,2억미만,2026-01-31,,200000000,,
39,한국전력공사,한국전력공사,2억미만,2026-01-31,200000000,,,
40,한국전력공사,한국전력공사,3억미만,2026-01-31,,,300000000,
41,한국전력공사,한국전력공사,3억미만,2026-01-31,,300000000,,
42,한국전력공사,한국전력공사,3억미만,2026-01-31,300000000,,,
43,한국전력공사,한국전력공사,10억미만,2026-01-31,,1000000000,,
44,한국전력공사,한국전력공사,10억미만,2026-01-31,1000000000,,,
45,한국전력공사,한국전력공사,10억미만,2026-01-31,,,1000000000,
46,한국전력공사,한국전력공사,50억미만,2026-01-31,,,5000000000,
47,한국전력공사,한국전력공사,50억미만,2026-01-31,,5000000000,,
48,한국전력공사,한국전력공사,50억미만,2026-01-31,5000000000,,,
49,한국전력공사(배전),한국전력공사,3억미만,2026-02-14,,,300000000,
50,한국전력공사(배전),한국전력공사,10억미만,2026-02-14,,,1000000000,
51,한국전력공사(배전),한국전력공사,50억미만,2026-02-14,,,5000000000,
52,국가철도공단(간이종심제-전기통신),국가철도공단,별표-1-3,2025-11-30,,,30000000000,
53,국가철도공단(간이종심제-소방),국가철도공단,별표-1-3,2025-11-30,,,30000000000,
54,국가철도공단(간이종심제-철도궤도),국가철도공단,별표-1-3,2025-11-30,,30000000000,,
55,국가철도공단(간이종심제),국가철도공단,별표-1-3,2025-11-30,,30000000000,,
56,국가철도공단(간이종심제),국가철도공단,별표-1-3,2025-11-30,30000000000,,,
57,국가철도공단(종심제-고난도-전기통신),국가철도공단,별표-1-2,2025-11-30,,,50000000000,
58,국가철도공단(종심제-고난도-소방),국가철도공단,별표-1-2,2025-11-30,,,50000000000,
59,국가철도공단(종심제-고난도-철도궤도),국가철도공단,별표-1-2,2025-11-30,,50000000000,,
60,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,,50000000000,,
61,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,50000000000,,,
62,국가철도공단(종심제-고난도-전기통신),국가철도공단,별표-1-2,2025-11-30,,,100000000000,
63,국가철도공단(종심제-고난도-소방),국가철도공단,별표-1-2,2025-11-30,,,100000000000,
64,국가철도공단(종심제-고난도-철도궤도),국가철도공단,별표-1-2,2025-11-30,,100000000000,,
65,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,,100000000000,,
66,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,100000000000,,,
67,국가철도공단(종심제-고난도-전기통신),국가철도공단,별표-1-2,2025-11-30,,,900000000000,
68,국가철도공단(종심제-고난도-소방),국가철도공단,별표-1-2,2025-11-30,,,900000000000,
69,국가철도공단(종심제-고난도-철도궤도),국가철도공단,별표-1-2,2025-11-30,,900000000000,,
70,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,,900000000000,,
71,국가철도공단(종심제-고난도),국가철도공단,별표-1-2,2025-11-30,900000000000,,,
72,국가철도공단(종심제-전기통신),국가철도공단,별표-1-1,2025-11-30,,,50000000000,
73,국가철도공단(종심제-소방),국가철도공단,별표-1-1,2025-11-30,,,50000000000,
74,국가철도공단(종심제-철도궤도),국가철도공단,별표-1-1,2025-11-30,,50000000000,,
75,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,,50000000000,,
76,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,50000000000,,,
77,국가철도공단(종심제-전기통신),국가철도공단,별표-1-1,2025-11-30,,,100000000000,
78,국가철도공단(종심제-소방),국가철도공단,별표-1-1,2025-11-30,,,100000000000,
79,국가철도공단(종심제-철도궤도),국가철도공단,별표-1-1,2025-11-30,,100000000000,,
80,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,,100000000000,,
81,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,100000000000,,,
82,국가철도공단(종심제-전기통신),국가철도공단,별표-1-1,2025-11-30,,,900000000000,
83,국가철도공단(종심제-소방),국가철도공단,별표-1-1,2025-11-30,,,900000000000,
84,국가철도공단(종심제-철도궤도),국가철도공단,별표-1-1,2025-11-30,,900000000000,,
85,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,,900000000000,,
86,국가철도공단(종심제),국가철도공단,별표-1-1,2025-11-30,900000000000,,,
87,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,,,30000000000,
88,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,30000000000,,,
89,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,,,50000000000,
90,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,50000000000,,,
91,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,,,100000000000,
92,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,100000000000,,,
93,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,150000000000,,,
94,국가철도공단(PQ),국가철도공단,별표-2-2,2025-11-30,900000000000,,,
95,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,,,30000000000,
96,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,30000000000,,,
97,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,,,50000000000,
98,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,50000000000,,,
99,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,,,100000000000,
100,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,100000000000,,,
101,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,150000000000,,,
102,국가철도공단(PQ),국가철도공단,별표-2-1,2025-11-30,900000000000,,,
103,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,100000000,
104,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,300000000,
105,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,1000000000,
106,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,3000000000,
107,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,5000000000,
108,국가철도공단(소방),국가철도공단,별표-5,2025-11-30,,,10000000000,
109,국가철도공단,국가철도공단,별표-4,2025-11-30,,100000000,,
110,국가철도공단,국가철도공단,별표-4,2025-11-30,,200000000,,
111,국가철도공단,국가철도공단,별표-4,2025-11-30,,300000000,,
112,국가철도공단,국가철도공단,별표-4,2025-11-30,,1000000000,,
113,국가철도공단,국가철도공단,별표-4,2025-11-30,,3000000000,,
114,국가철도공단,국가철도공단,별표-4,2025-11-30,,5000000000,,
115,국가철도공단,국가철도공단,별표-4,2025-11-30,,10000000000,,
116,국가철도공단,국가철도공단,별표-3,2025-11-30,,,80000000,
117,국가철도공단,국가철도공단,별표-3,2025-11-30,,,300000000,
118,국가철도공단,국가철도공단,별표-3,2025-11-30,,,1000000000,
119,국가철도공단,국가철도공단,별표-3,2025-11-30,,,5000000000,
120,국가철도공단,국가철도공단,별표-3,2025-11-30,,,10000000000,
121,국가철도공단(동일실적),국가철도공단,별표-3,2025-11-30,,,10000000000,
122,국가철도공단,국가철도공단,별표-2,2025-11-30,200000000,,,
123,국가철도공단,국가철도공단,별표-2,2025-11-30,300000000,,,
124,국가철도공단,국가철도공단,별표-2,2025-11-30,1000000000,,,
125,국가철도공단,국가철도공단,별표-2,2025-11-30,3000000000,,,
126,국가철도공단,국가철도공단,별표-2,2025-11-30,5000000000,,,
127,국가철도공단,국가철도공단,별표-2,2025-11-30,10000000000,,,
128,한국도로공사(유지보수-단가),한국도로공사,별표5,2026-01-27,200000000,200000000,80000000,
129,한국도로공사(유지보수-단가),한국도로공사,별표4,2026-01-27,300000000,300000000,300000000,
130,한국도로공사(유지보수-단가),한국도로공사,별표3,2026-01-27,1000000000,1000000000,,
131,한국도로공사(유지보수-단가),한국도로공사,별표2,2026-01-27,,,1000000000,
132,한국도로공사(유지보수-단가),한국도로공사,별표1,2026-01-27,10000000000,10000000000,10000000000,
133,한국토지주택공사(간이종심제),한국토지주택공사,별표-1-1,2026-01-25,,,15000000000,
134,한국토지주택공사(간이종심제),한국토지주택공사,별표-1-1,2026-01-25,,,30000000000,
135,한국토지주택공사(간이종심제-조경),한국토지주택공사,별표-1,2026-01-25,15000000000,,,
136,한국토지주택공사(간이종심제-조경),한국토지주택공사,별표-1,2026-01-25,30000000000,,,
137,한국토지주택공사(간이종심제),한국토지주택공사,별표-1,2026-01-25,,15000000000,,
138,한국토지주택공사(간이종심제),한국토지주택공사,별표-1,2026-01-25,,30000000000,,
139,한국토지주택공사(간이종심제),한국토지주택공사,별표-1,2026-01-25,15000000000,,,
140,한국토지주택공사(간이종심제),한국토지주택공사,별표-1,2026-01-25,30000000000,,,
141,한국토지주택공사(종심제-주거시설-외),한국토지주택공사,별표-1-1,2026-01-25,50000000000,,,
142,한국토지주택공사(종심제-주거시설-외),한국토지주택공사,별표-1-1,2026-01-25,100000000000,,,
143,한국토지주택공사(종심제-주거시설-외),한국토지주택공사,별표-1-1,2026-01-25,900000000000,,,
144,한국토지주택공사(종심제-주거시설-외-건축),한국토지주택공사,별표-1-1,2026-01-25,50000000000,,,
145,한국토지주택공사(종심제-주거시설-외-건축),한국토지주택공사,별표-1-1,2026-01-25,100000000000,,,
146,한국토지주택공사(종심제-주거시설-외-건축),한국토지주택공사,별표-1-1,2026-01-25,900000000000,,,
147,한국토지주택공사(종심제-주거시설-외-토목),한국토지주택공사,별표-1-1,2026-01-25,50000000000,,,
148,한국토지주택공사(종심제-주거시설-외-토목),한국토지주택공사,별표-1-1,2026-01-25,100000000000,,,
149,한국토지주택공사(종심제-주거시설-외-토목),한국토지주택공사,별표-1-1,2026-01-25,900000000000,,,
150,한국토지주택공사(종심제-주거시설),한국토지주택공사,별표-1-1,2026-01-25,,,50000000000,
151,한국토지주택공사(종심제-주거시설),한국토지주택공사,별표-1-1,2026-01-25,,,100000000000,
152,한국토지주택공사(종심제-주거시설),한국토지주택공사,별표-1-1,2026-01-25,50000000000,,,
153,한국토지주택공사(종심제-주거시설),한국토지주택공사,별표-1-1,2026-01-25,100000000000,,,
154,한국토지주택공사(종심제-주거시설),한국토지주택공사,별표-1-1,2026-01-25,900000000000,,,
155,한국도로공사,한국도로공사,별표-7,2026-01-25,,,80000000,
156,한국도로공사,한국도로공사,별표-7,2026-01-25,,200000000,,
157,한국도로공사,한국도로공사,별표-7,2026-01-25,200000000,,,
158,한국도로공사,한국도로공사,별표-6,2026-01-25,,,300000000,
159,한국도로공사,한국도로공사,별표-6,2026-01-25,,300000000,,
160,한국도로공사,한국도로공사,별표-6,2026-01-25,300000000,,,
161,한국도로공사,한국도로공사,별표-5,2026-01-25,,1000000000,,
162,한국도로공사,한국도로공사,별표-5,2026-01-25,1000000000,,,
163,한국도로공사,한국도로공사,별표-4,2026-01-25,,,1000000000,
164,한국도로공사,한국도로공사,별표-4,2026-01-25,,,5000000000,
165,한국도로공사,한국도로공사,별표-4,2026-01-25,,5000000000,,
166,한국도로공사,한국도로공사,별표-4,2026-01-25,5000000000,,,
167,한국도로공사,한국도로공사,별표-3,2026-01-25,,,10000000000,
168,한국도로공사,한국도로공사,별표-3,2026-01-25,,10000000000,,
169,한국도로공사(건축),한국도로공사,별표-3,2026-01-25,10000000000,,,
170,한국도로공사,한국도로공사,별표-3,2026-01-25,10000000000,,,
171,한국가스공사,한국가스공사,별지-7,2026-01-29,,,80000000,
172,한국가스공사,한국가스공사,별지-7,2026-01-29,,200000000,,
173,한국가스공사,한국가스공사,별지-7,2026-01-29,200000000,,,
174,한국가스공사,한국가스공사,별지-6,2026-01-29,,300000000,300000000,
175,한국가스공사,한국가스공사,별지-6,2026-01-29,300000000,,,
176,한국가스공사,한국가스공사,별지-5,2026-01-29,1000000000,1000000000,,
177,한국가스공사,한국가스공사,별지-4,2026-01-29,,,1000000000,
178,한국가스공사,한국가스공사,별지-4,2026-01-29,,,5000000000,
179,한국가스공사,한국가스공사,별지-4,2026-01-29,,5000000000,,
180,한국가스공사,한국가스공사,별지-4,2026-01-29,5000000000,,,
181,한국가스공사,한국가스공사,별지-3,2026-01-29,,10000000000,10000000000,
182,한국가스공사,한국가스공사,별지-3,2026-01-29,10000000000,,,
183,한국지역난방공사,한국지역난방공사,별표-1-7,2025-12-31,,,80000000,
184,한국지역난방공사,한국지역난방공사,별표-1-7,2025-12-31,,200000000,,
185,한국지역난방공사,한국지역난방공사,별표-1-7,2025-12-31,200000000,,,
186,한국지역난방공사,한국지역난방공사,별표-1-6,2025-12-31,,300000000,300000000,
187,한국지역난방공사,한국지역난방공사,별표-1-6,2025-12-31,300000000,,,
188,한국지역난방공사,한국지역난방공사,별표-1-5,2025-12-31,,1000000000,,
189,한국지역난방공사,한국지역난방공사,별표-1-5,2025-12-31,1000000000,,,
190,한국지역난방공사(열수송관공사),한국지역난방공사,별표-1-4,2025-12-31,,,1000000000,
191,한국지역난방공사,한국지역난방공사,별표-1-4,2025-12-31,,,1000000000,
192,한국지역난방공사(열수송관공사),한국지역난방공사,별표-1-4,2025-12-31,,5000000000,5000000000,
193,한국지역난방공사,한국지역난방공사,별표-1-4,2025-12-31,,5000000000,5000000000,
194,한국지역난방공사(열수송관공사),한국지역난방공사,별표-1-4,2025-12-31,5000000000,,,
195,한국지역난방공사,한국지역난방공사,별표-1-4,2025-12-31,5000000000,,,
196,한국지역난방공사(열수송관공사),한국지역난방공사,별표-1-3,2025-12-31,,10000000000,10000000000,
197,한국지역난방공사,한국지역난방공사,별표-1-3,2025-12-31,,10000000000,10000000000,
198,한국지역난방공사(열수송관공사),한국지역난방공사,별표-1-3,2025-12-31,10000000000,,,
199,한국지역난방공사,한국지역난방공사,별표-1-3,2025-12-31,10000000000,,,
200,한국농어촌공사,한국농어촌공사,별표-5,2026-01-29,,,80000000,
201,한국농어촌공사,한국농어촌공사,별표-5,2026-01-29,,200000000,,
202,한국농어촌공사,한국농어촌공사,별표-5,2026-01-29,200000000,,,
203,한국농어촌공사,한국농어촌공사,별표-4,2026-01-29,,,300000000,
204,한국농어촌공사,한국농어촌공사,별표-4,2026-01-29,,300000000,,
205,한국농어촌공사,한국농어촌공사,별표-4,2026-01-29,300000000,,,
206,한국농어촌공사,한국농어촌공사,별표-3,2026-01-29,,1000000000,,
207,한국농어촌공사,한국농어촌공사,별표-3,2026-01-29,1000000000,,,
208,한국농어촌공사,한국농어촌공사,별표-2,2026-01-29,,,1000000000,
209,한국농어촌공사,한국농어촌공사,별표-2,2026-01-29,,,5000000000,
210,한국농어촌공사,한국농어촌공사,별표-2,2026-01-29,,5000000000,,
211,한국농어촌공사,한국농어촌공사,별표-2,2026-01-29,5000000000,,,
212,한국농어촌공사,한국농어촌공사,별표-1,2026-01-29,,10000000000,10000000000,
213,한국농어촌공사,한국농어촌공사,별표-1,2026-01-29,10000000000,,,
214,한국토지주택공사(PQ-전기),한국토지주택공사,별표-4,2026-01-25,,,50000000000,
215,한국토지주택공사(PQ-전기),한국토지주택공사,별표-4,2026-01-25,,,100000000000,
216,한국토지주택공사(PQ-전기),한국토지주택공사,별표-4,2026-01-25,,,900000000000,
217,한국토지주택공사(PQ-조경),한국토지주택공사,별표-4,2026-01-25,50000000000,,,
218,한국토지주택공사(PQ-조경),한국토지주택공사,별표-4,2026-01-25,100000000000,,,
219,한국토지주택공사(PQ-조경),한국토지주택공사,별표-4,2026-01-25,900000000000,,,
220,한국토지주택공사(PQ),한국토지주택공사,별표-4,2026-01-25,50000000000,,,
221,한국토지주택공사(PQ),한국토지주택공사,별표-4,2026-01-25,100000000000,,,
222,한국토지주택공사(PQ),한국토지주택공사,별표-4,2026-01-25,900000000000,,,
223,한국토지주택공사(PQ-단지조성),한국토지주택공사,별표-4,2026-01-25,50000000000,,,
224,한국토지주택공사(PQ-단지조성),한국토지주택공사,별표-4,2026-01-25,100000000000,,,
225,한국토지주택공사(PQ-단지조성),한국토지주택공사,별표-4,2026-01-25,900000000000,,,
226,한국토지주택공사(PQ-실적제한),한국토지주택공사,별표-4,2026-01-25,50000000000,,,
227,한국토지주택공사(PQ-실적제한),한국토지주택공사,별표-4,2026-01-25,100000000000,,,
228,한국토지주택공사(PQ-실적제한),한국토지주택공사,별표-4,2026-01-25,900000000000,,,
229,한국토지주택공사(PQ-실적제한-단지조성),한국토지주택공사,별표-4,2026-01-25,50000000000,,,
230,한국토지주택공사(PQ-실적제한-단지조성),한국토지주택공사,별표-4,2026-01-25,100000000000,,,
231,한국토지주택공사(PQ-실적제한-단지조성),한국토지주택공사,별표-4,2026-01-25,900000000000,,,
232,한국토지주택공사(PQ-공동주택),한국토지주택공사,별표-3,2026-01-25,50000000000,,,
233,한국토지주택공사(PQ-공동주택),한국토지주택공사,별표-3,2026-01-25,100000000000,,,
234,한국토지주택공사(PQ-공동주택),한국토지주택공사,별표-3,2026-01-25,900000000000,,,
235,한국토지주택공사(PQ-공동주택-실적제한),한국토지주택공사,별표-3,2026-01-25,50000000000,,,
236,한국토지주택공사(PQ-공동주택-실적제한),한국토지주택공사,별표-3,2026-01-25,100000000000,,,
237,한국토지주택공사(PQ-공동주택-실적제한),한국토지주택공사,별표-3,2026-01-25,900000000000,,,
238,한국토지주택공사(PQ-고난도),한국토지주택공사,별표-2,2026-01-25,50000000000,,,
239,한국토지주택공사(PQ-고난도),한국토지주택공사,별표-2,2026-01-25,100000000000,,,
240,한국토지주택공사(PQ-고난도),한국토지주택공사,별표-2,2026-01-25,900000000000,,,
241,한국토지주택공사,한국토지주택공사,별표-6,2026-01-25,,,80000000,
242,한국토지주택공사,한국토지주택공사,별표-6,2026-01-25,,100000000,,
243,한국토지주택공사,한국토지주택공사,별표-6,2026-01-25,,200000000,,
244,한국토지주택공사,한국토지주택공사,별표-6,2026-01-25,100000000,,,
245,한국토지주택공사,한국토지주택공사,별표-6,2026-01-25,200000000,,,
246,한국토지주택공사,한국토지주택공사,별표-5,2026-01-25,,,100000000,
247,한국토지주택공사,한국토지주택공사,별표-5,2026-01-25,,,300000000,
248,한국토지주택공사,한국토지주택공사,별표-5,2026-01-25,,300000000,,
249,한국토지주택공사,한국토지주택공사,별표-5,2026-01-25,300000000,,,
250,한국토지주택공사,한국토지주택공사,별표-4,2026-01-25,,1000000000,,
251,한국토지주택공사,한국토지주택공사,별표-4,2026-01-25,1000000000,,,
252,한국토지주택공사,한국토지주택공사,별표-3,2026-01-25,,,1000000000,
253,한국토지주택공사,한국토지주택공사,별표-3,2026-01-25,,,5000000000,
254,한국토지주택공사,한국토지주택공사,별표-3,2026-01-25,,5000000000,,
255,한국토지주택공사,한국토지주택공사,별표-3,2026-01-25,5000000000,,,
256,한국토지주택공사(소방),한국토지주택공사,별표-2,2026-01-25,,,10000000000,
257,한국토지주택공사,한국토지주택공사,별표-2,2026-01-25,,,10000000000,
258,한국토지주택공사,한국토지주택공사,별표-2,2026-01-25,,10000000000,,
259,한국토지주택공사(조경),한국토지주택공사,별표-2,2026-01-25,10000000000,,,
260,한국토지주택공사,한국토지주택공사,별표-2,2026-01-25,10000000000,,,
261,한국토지주택공사(건축),한국토지주택공사,별표-2,2026-01-25,10000000000,,,
262,한국토지주택공사(단지조성),한국토지주택공사,별표-2,2026-01-25,10000000000,,,
263,행자부(재난),행자부,별표-11,2025-06-30,400000000,400000000,400000000,
264,행자부(재난),행자부,별표-10,2025-06-30,500000000,500000000,500000000,
265,행자부(재난),행자부,별표-10,2025-06-30,1000000000,1000000000,1000000000,
266,행자부(재난),행자부,별표-9,2025-06-30,3000000000,,,
267,행자부(재난),행자부,별표-9,2025-06-30,,3000000000,3000000000,
268,행자부(재난),행자부,별표-9,2025-06-30,5000000000,,,
269,행자부(재난),행자부,별표-9,2025-06-30,,5000000000,5000000000,
270,행자부(재난),행자부,별표-8,2025-06-30,,,7000000000,
271,행자부(재난),행자부,별표-8,2025-06-30,,7000000000,,
272,행자부(재난),행자부,별표-8,2025-06-30,7000000000,,,
273,행자부,행자부,별표-7,2025-06-30,,200000000,200000000,
274,행자부,행자부,별표-7,2025-06-30,200000000,,,
275,행자부,행자부,별표-6,2025-06-30,,400000000,400000000,
276,행자부,행자부,별표-6,2025-06-30,400000000,,,
277,행자부,행자부,별표-5,2025-06-30,500000000,500000000,,
278,행자부,행자부,별표-5,2025-06-30,1000000000,1000000000,1000000000,
279,행자부,행자부,별표-4,2025-06-30,,3000000000,3000000000,
280,행자부,행자부,별표-4,2025-06-30,3000000000,,,
281,행자부,행자부,별표-3,2025-06-30,,,5000000000,
282,행자부,행자부,별표-3,2025-06-30,,5000000000,,
283,행자부,행자부,별표-3,2025-06-30,5000000000,,,
284,행자부,행자부,별표-2,2025-06-30,,,10000000000,
285,행자부,행자부,별표-2,2025-06-30,,10000000000,,
286,행자부,행자부,별표-2,2025-06-30,10000000000,,,
287,행자부,행자부,별표-1,2025-06-30,,,30000000000,
288,행자부,행자부,별표-1,2025-06-30,,30000000000,,
289,행자부,행자부,별표-1,2025-06-30,30000000000,,,
290,행자부(동일실적),행자부,별표-1,2025-06-30,30000000000,,,
291,행자부(PQ),행자부,유형-1,2025-06-30,900000000000,,,
292,행자부(PQ-토목),행자부,유형-1,2025-06-30,900000000000,,,
293,행자부(PQ),행자부,유형-2,2025-06-30,900000000000,,,
294,행자부(PQ-토목),행자부,유형-2,2025-06-30,900000000000,,,
295,행자부(PQ),행자부,유형-3,2025-06-30,900000000000,,,
296,행자부(PQ-토목),행자부,유형-3,2025-06-30,900000000000,,,
297,행자부(PQ-적격),행자부,제7절,2025-06-30,30000000000,,,
298,행자부(PQ-토목-적격),행자부,제7절,2025-06-30,30000000000,,,
299,행자부(적격성심사),행자부,유형-1,2025-06-30,50000000000,50000000000,50000000000,
300,행자부(종합평가),행자부,유형-1,2025-06-30,50000000000,50000000000,50000000000,
301,행자부(종합평가-토목),행자부,유형-1,2025-06-30,50000000000,,,
302,행자부(적격성심사),행자부,유형-1,2025-06-30,100000000000,100000000000,100000000000,
303,행자부(종합평가),행자부,유형-1,2025-06-30,100000000000,100000000000,100000000000,
304,행자부(종합평가-토목),행자부,유형-1,2025-06-30,100000000000,,,
305,행자부(적격성심사),행자부,유형-1,2025-06-30,900000000000,900000000000,900000000000,
306,행자부(종합평가),행자부,유형-1,2025-06-30,900000000000,900000000000,900000000000,
307,행자부(종합평가-토목),행자부,유형-1,2025-06-30,900000000000,,,
308,행자부(적격성심사),행자부,유형-2,2025-06-30,50000000000,50000000000,50000000000,
309,행자부(종합평가),행자부,유형-2,2025-06-30,50000000000,50000000000,50000000000,
310,행자부(종합평가-토목),행자부,유형-2,2025-06-30,50000000000,,,
311,행자부(적격성심사),행자부,유형-2,2025-06-30,100000000000,100000000000,100000000000,
312,행자부(종합평가),행자부,유형-2,2025-06-30,100000000000,100000000000,100000000000,
313,행자부(종합평가-토목),행자부,유형-2,2025-06-30,100000000000,,,
314,행자부(적격성심사),행자부,유형-2,2025-06-30,900000000000,900000000000,900000000000,
315,행자부(종합평가),행자부,유형-2,2025-06-30,900000000000,900000000000,900000000000,
316,행자부(종합평가-토목),행자부,유형-2,2025-06-30,900000000000,,,
317,행자부(적격성심사),행자부,유형-3,2025-06-30,50000000000,50000000000,50000000000,
318,행자부(종합평가),행자부,유형-3,2025-06-30,50000000000,50000000000,50000000000,
319,행자부(종합평가-토목),행자부,유형-3,2025-06-30,50000000000,,,
320,행자부(적격성심사),행자부,유형-3,2025-06-30,100000000000,100000000000,100000000000,
321,행자부(종합평가),행자부,유형-3,2025-06-30,100000000000,100000000000,100000000000,
322,행자부(종합평가-토목),행자부,유형-3,2025-06-30,100000000000,,,
323,행자부(적격성심사),행자부,유형-3,2025-06-30,900000000000,900000000000,900000000000,
324,행자부(종합평가),행자부,유형-3,2025-06-30,900000000000,900000000000,900000000000,
325,행자부(종합평가-토목),행자부,유형-3,2025-06-30,900000000000,,,
326,조달청,조달청,별표-5,2026-01-29,,,80000000,
327,조달청,조달청,별표-5,2026-01-29,,200000000,,
328,조달청,조달청,별표-5,2026-01-29,200000000,,,
329,조달청,조달청,별표-4,2026-01-29,,,300000000,
330,조달청,조달청,별표-4,2026-01-29,,300000000,,
331,조달청,조달청,별표-4,2026-01-29,300000000,,,
332,조달청,조달청,별표-3,2026-01-29,,1000000000,,
333,조달청,조달청,별표-3,2026-01-29,1000000000,,,
334,조달청,조달청,별표-2,2026-01-29,,,1000000000,
335,조달청,조달청,별표-2,2026-01-29,,,5000000000,
336,조달청,조달청,별표-2,2026-01-29,,5000000000,,
